# What the published sources actually say about indoor light — 562 rows from 80 publishers — compilation CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/) — attribution: GrowSpot — growspotapp.com
# Quotes remain the property of the publisher named in each row.
publisher,source_url,appears_on,subject,value_as_published,quote,read_on
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/how-and-when-do-i-bring-my-houseplants-back-indoors-winter,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,50s °F,Stated as a night-time low,29 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/how-and-when-do-i-bring-my-houseplants-back-indoors-winter,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,around 50 °F,Stated as a night-time low,29 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/how-can-i-raise-relative-humidity-indoors-my-houseplants,https://growspotapp.com/guides/ideal-humidity-for-houseplants/,The figure it gives,40 to 50 percent,"""Many houseplants prefer a relative humidity of 40 to 50 percent.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/how-can-i-raise-relative-humidity-indoors-my-houseplants,https://growspotapp.com/guides/plants-for-dry-air/,What it says plants need,40 to 50 percent,"""Many houseplants prefer a relative humidity of 40 to 50 percent.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/how-can-i-raise-relative-humidity-indoors-my-houseplants,https://growspotapp.com/guides/plants-for-dry-air/,What it says plants need,Grouping: yes,"""Grouping plants together is an easy way to raise the humidity level. The water evaporating from the potting soil, plus water lost through the plant foliage, will increase the relative humidity.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/how-far-away-should-i-place-my-grow-lights-my-plants,https://growspotapp.com/guides/plants-for-a-room-with-no-windows/,The figure,6 to 12 inches from the foliage,"""Fluorescent fixtures should be 6 to 12 inches from the foliage.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/how-long-should-i-run-my-grow-lights,https://growspotapp.com/guides/plants-for-a-room-with-no-windows/,The figure,10 to 16 hours a day,"""For home gardeners, it is best to have light on for as little as 10 hours and no more than 16 hours a day.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/should-houseplants-be-fertilized-winter,https://growspotapp.com/guides/when-to-stop-fertilizing-houseplants/,When it says to stop,No month given,"""Fertilization is generally not necessary during the winter months as most houseplants are not growing during this time"", and feeding runs ""in spring and summer when plants are actively growing"".",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/diagnosing-houseplant-problems-improper-environmental-conditions,https://growspotapp.com/guides/why-is-my-plant-leaning/,What it says the shape means,Low light,"""The typical cause of spindly growth is low light levels."" And: ""In many cases, houseplants are not provided enough light.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/diagnosing-houseplant-problems-improper-environmental-conditions,https://growspotapp.com/guides/why-is-my-plant-not-growing/,How many causes it names,2,"""The typical cause of spindly growth is low light levels.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/easy-low-maintenance-houseplants,https://growspotapp.com/guides/hard-to-kill-houseplants/,How Iowa State describes it,"""endures heat, dust, low light, and lack of water better than most""",The only entry on the page whose easiness is stated as a list of conditions rather than as a temperament.,30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/easy-low-maintenance-houseplants,https://growspotapp.com/guides/hard-to-kill-houseplants/,How Iowa State describes it,"""nearly indestructible plant""","And: ""Grow in low to direct light.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/easy-low-maintenance-houseplants,https://growspotapp.com/guides/hard-to-kill-houseplants/,How Iowa State describes it,"""nearly indestructible""","And: ""do exceptionally well in low light.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/easy-low-maintenance-houseplants,https://growspotapp.com/guides/hard-to-kill-houseplants/,How Iowa State describes it,"""one of the easiest and most forgiving houseplants you can grow!""","And: ""Grows in low to moderate light.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/easy-low-maintenance-houseplants,https://growspotapp.com/guides/hard-to-kill-houseplants/,How Iowa State describes it,"""one of the easiest houseplants to grow""","But: ""adaptable to various environmental conditions but prefers indirect light"".",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/easy-low-maintenance-houseplants,https://growspotapp.com/guides/hard-to-kill-houseplants/,How Iowa State describes it,"""will tolerate neglect but will rot if over-watered.""","Tolerant and fragile in the same sentence, which is what ""hard to kill"" usually means in practice.",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/easy-low-maintenance-houseplants,https://growspotapp.com/guides/hard-to-kill-houseplants/,How Iowa State describes it,Not called easy at all,"Its entry is a condition: ""moderate to indirect light (low light may be tolerated, but plants will bend and stretch)"".",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/easy-low-maintenance-houseplants,https://growspotapp.com/guides/why-is-my-plant-leaning/,What it says the shape means,Named per plant,"For the dragon tree: ""moderate to indirect light (low light may be tolerated, but plants will bend and stretch)"".",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/growing-herbs-indoors,https://growspotapp.com/guides/kitchen-plants/,What it asks for,6 hours at the low end,"""Some herbs will tolerate as little as six hours of direct light a day but most want eight or more hours each day.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/growing-herbs-indoors,https://growspotapp.com/guides/kitchen-plants/,What it asks for,About 8 hours,"""Most herbs need around eight hours of direct light each day when grown indoors.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/growing-herbs-indoors,https://growspotapp.com/guides/kitchen-plants/,What it asks for,"South, or bright east or west","""A south-facing sunny window is a great candidate, but a bright east or west-facing window can be good as well.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/how-care-houseplants,https://growspotapp.com/guides/check-light-without-an-app/,How it describes a bright spot's shadow,"""bright enough to cast a distinctive shadow but does not have sun rays hitting the foliage directly""",None of the three,29 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/moving-indoor-plants-outside-summer,https://growspotapp.com/guides/minimum-temperature-for-houseplants/,The figure,45 °F,"""Several species of indoor plants will see damage when temperatures drop below 45°F"", and ""nearly all will die if exposed to below-freezing temperatures.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/moving-indoor-plants-outside-summer,https://growspotapp.com/guides/when-to-put-plants-outside/,The night-time number,Above 50 °F,"""wait until nighttime temperatures are consistently and reliably above 50°F before moving houseplants outdoors"". On light: ""Never move houseplants from indoors into full sun"", and ""introduce more light over 10 to 14 days"".",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/how-to/moving-indoor-plants-outside-summer,https://growspotapp.com/guides/why-are-my-plants-dying-in-winter/,The figure,45 °F,"""Several species of indoor plants will see damage when temperatures drop below 45°F"", and ""nearly all will die if exposed to below-freezing temperatures.""",30 August 2026
